l4_txn_coredataset.send_bank_ctry_code,l4_txn_coredataset.bene_bank_ctry_code,txn_count
CA,SR,87
CG,MR,12
CH,LR,1303
CI,KR,248
CL,HR,57
CM,GR,14
CN,FR,20867
CR,BR,1746
DK,NA,148
ES,JO,1829
HU,UZ,52
JM,CI,6
KR,BW,66
MT,IT,1012
MU,HT,187
MX,ET,25
NL,VC,59
NO,SC,188
RO,AN,16
TM,LK,2
UZ,CY,96
VN,TH,15791
WS,SV,1
XX,SE,2
BB,NE,3
BE,KE,7204
BF,JE,117
BG,IE,1823
BN,BE,3
BO,AE,101
CA,SS,105
CH,LS,19
CO,ES,20701
CR,BS,86
ES,JP,7315
GR,TM,8
GW,OM,10
KG,MX,1
LI,PG,1
LK,NG,166
LR,GG,1
LT,EG,24
LV,CG,2
MK,RU,139
MQ,LU,8
MU,HU,157
MV,GU,3
PA,FR,3041
PE,BR,4777
RO,AO,1
UY,NULL,11
UY,DZ,1
UZ,CZ,93
CD,PT,686
CG,MT,5
CH,LT,1326
CK,IT,8
CL,HT,22
CO,ET,8
CR,BT,2
DE,TC,57
DK,NC,3
GP,VN,1
GR,TN,271
KG,MY,89
KR,BY,473
LI,PH,344
LR,GH,1839
LV,CH,3026
MZ,CV,17
NL,VE,40
NO,SE,5429
PE,BS,126
TJ,OM,6
TR,GM,40
TW,BM,118
VN,TJ,1
AZ,UG,2
BB,NG,144
BE,KG,86
CG,MU,192
CH,LU,38308
CL,HU,137
DE,TD,224
FR,PA,2743
GA,BA,13337
GR,TO,5
GT,RO,25
JM,CL,24
JO,AL,61
LR,GI,2
LV,CI,39
MC,ZW,5
MK,RW,11
MR,KW,132
MZ,CW,30
TR,GN,154
TV,CN,3
TW,BN,23
BE,KH,422
BI,GH,36
BM,CH,1049
BN,BH,8
CA,SV,2348
CH,LV,6018
DK,NE,35
DO,JE,2
JO,AM,85
NL,VG,44
NO,SG,6879
PF,AU,48
RE,KR,26
RO,AR,129
SE,PA,1352
SG,NA,412
SN,GA,88
SR,CA,165
SS,BA,4
TL,MO,2
TW,BO,70
VN,TL,1
BB,NI,4
BD,LI,5
BJ,FI,17
BM,CI,6
ET,IT,238
JE,KN,29
JM,CN,5106
JO,AN,1
LI,PK,111
LU,DK,1892
MZ,CY,31
NO,SH,1
QA,KE,2701
RO,AS,9
SI,LB,30
SN,GB,5197
TO,JP,522
TR,GP,1
VN,TM,24
CA,SX,260
DE,TG,584
DK,NG,2471
GB,AD,2124
GR,TR,16440
IE,GA,2446
JM,CO,147
JO,AO,12
LI,PL,354
LK,NL,617
LV,CL,175
MO,NZ,92
MY,NULL,3351803
MY,DZ,20
MZ,CZ,45
NO,SI,150
RO,AT,64194
SG,NC,120
TR,GQ,1
VN,TN,30
ZM,CY,268
BD,LK,1008
BH,HK,3535
BM,CK,2
CD,PY,10
CG,MY,86
CH,LY,19
CI,KY,2
CM,GY,1
DE,TH,26897
FI,YE,1
FO,SE,3
FR,PE,2387
GA,BE,342
GB,AE,184562
GQ,US,665
GT,RS,5
IE,GB,5870411
LR,GM,109
LV,CM,31
QA,KG,205
RO,AU,3693
SA,TD,119
SL,ID,38
SS,BD,83
TN,KR,567
TR,GR,3204
TW,BR,1864
ZM,CZ,29
BB,NL,217
BG,IL,527
BM,CL,160
CA,SZ,15
CF,NZ,1
CG,MZ,3
CR,BZ,10
DK,NI,293
EC,ZW,3
ER,KW,2
FR,PF,277
GA,BF,3
GB,AF,1239
GR,TT,133
GY,MT,1
LC,VN,24
LR,GN,140
LV,CN,9286
NO,SK,437
NZ,HK,24024
PE,BY,9
PW,TH,3
QA,KH,68
SB,SE,5
SC,RE,1
SE,PE,3393
SG,NE,106
SK,JE,88
SL,IE,51
SN,GE,2
SS,BE,54
ST,AE,154
TD,US,410467
TG,RS,1
TT,ES,679
TW,BS,18
VN,TP,89
AU,ZM,3133
BA,OM,1
BE,KM,4
BG,IM,39
BI,GM,1
BM,CM,45
BO,AM,1
DE,TJ,145
FO,SG,10
FR,PG,11
GA,BG,4
GB,AG,507
GT,RU,288
GY,MU,11
IE,GD,34718
JE,KR,1656
JM,CR,396
JO,AR,92
KE,PA,40
KH,MA,5
KR,CA,15061
LK,NO,125
LU,DO,350
LV,CO,493
NO,SL,269
RO,AW,6
SE,PF,1
SS,BF,9
TM,LT,7
TR,GT,142
TT,ET,17
TW,BT,154
UY,EC,732
BE,KN,3
BG,IN,650
BH,HN,2
BI,GN,6
BM,CN,380
FR,PH,2103
GA,BH,18
HU,VE,19
IE,GE,10904
KN,GB,75
LK,NP,54
NO,SM,1
SA,TG,86
SB,SG,198
SE,PG,26
SG,NG,5587
SS,BG,1
TG,RU,5
TM,LU,8
VN,TR,132136
AE,GA,515
AI,CA,34
BB,NO,6
BF,JO,10
BM,CO,719
DE,TL,7
DK,NL,174558
GA,BI,98
GB,AI,53
GL,ZW,3
GR,TW,4193
IE,GF,55
JO,AT,1549
LR,GQ,3
NL,VN,37298
NO,SN,359
NZ,HN,19
SA,TH,4246
SE,PH,1987
SN,GH,423
SR,CH,27
SS,BH,2
TM,LV,574
US,KE,174480
UZ,DE,557
AE,GB,244309
BF,JP,7
DE,TM,239
DJ,OM,36
DO,JM,171
GA,BJ,15
GY,MX,24
HU,VG,1
IE,GG,3186
JM,CU,1
JO,AU,1242
KR,CD,664
LI,PR,34
LR,GR,3
LS,FR,1
LV,CR,113
MD,ZA,2
MK,SA,13
MN,PA,3
MW,GA,2
NO,SO,82
NP,RO,21
RO,AZ,109
SG,NI,288
SI,LI,36
SN,GI,3
SS,BI,33
TG,RW,23
TL,MW,1
TN,KW,160
TR,GW,4
TW,BW,17
VN,TT,3
AG,EC,17
BG,IQ,1
DE,TN,4360
FO,SK,1
FR,PK,3344
GY,MY,123
IE,GH,16307
KE,PE,108
LI,PS,2
LT,ES,613
MR,LB,46
MW,GB,5677
QA,KM,38
SA,TJ,66
TL,MX,1
US,KG,6536
UY,EG,31
VU,MU,59
YE,GR,20
ZA,PA,467
AE,GD,153
BD,LR,6
BE,KR,12926
BH,HR,50
BJ,FR,2141
BM,CR,465
BN,BR,1
BO,AR,832
BZ,ZA,2
CD,QA,5
CG,NA,22
CH,MA,5568
CN,GA,139
CR,CA,3006
DK,NO,12763
DO,JO,22
FO,SL,1
FR,PL,61300
GB,AL,10842
GR,TZ,132
IE,GI,8422
JE,KW,302
JM,CW,55
JO,AW,4
KE,PF,3
KR,CF,13
LI,PT,52
LT,ET,26
MY,EC,198
QA,KN,17
SE,PK,5841
SI,LK,74
SM,HK,8
TD,UY,1
TL,MY,31
TN,KY,11
TR,GY,4
TW,BY,162
US,KH,12243
AE,GE,8977
AG,EE,4
AZ,US,7510
BG,IS,694
CI,LB,1137
CN,GB,200337
DK,NP,687
DO,JP,978
FR,PM,9
GB,AM,7062
KE,PG,2
KG,NG,6
KH,MG,7
KR,CG,6
MU,ID,3327
NO,SR,3
NZ,HR,89
OM,ZA,1294
PA,GA,2
PE,CA,3888
PY,RO,15
SA,TL,5
SE,PL,38939
SG,NL,26779
SL,IL,42
SR,CL,15
TL,MZ,10
TN,KZ,4
TW,BZ,14
US,KI,38
VN,TW,23904
VU,MW,23
BD,LT,1
BG,IT,2899
BO,AT,3
CA,TC,475
CH,MC,1680
FO,SN,18
GB,AN,7
ID,HK,60792
JE,KY,842
JM,CY,76
KE,PH,717
KN,GH,7
KR,CH,9547
LV,CV,65
MK,SE,31
MN,PE,2
MT,JE,513
MU,IE,1058
MW,GE,3
MY,EE,187
MZ,DE,604
NO,SS,106
NP,RS,5
PA,GB,11955
SA,TM,104
SK,JM,6
SL,IM,45
SN,GM,131
AE,GG,462
BD,LU,26
BH,HU,175
BO,AU,5
CA,TD,105
CH,MD,391
CL,ID,273
CN,GD,18
CR,CD,2
DE,TR,28572
GB,AO,900
IE,GL,163
JE,KZ,198
JM,CZ,17
JO,AZ,193
KR,CI,183
LR,GW,2
NO,ST,1
NZ,HT,2
SA,TN,5918
SB,SN,1
SL,IN,1571
SN,GN,427
SR,CN,357
UZ,DK,86
VU,MY,3
WS,TH,9
ZA,PE,267
ZM,DE,784
AE,GH,6778
AI,CH,20
BD,LV,39
CG,NE,5
CH,ME,1813
CK,JE,3
CL,IE,868
CN,GE,1563
ER,LB,3
IE,GM,1479
MK,SG,288
MW,GG,30
MY,EG,2305
NL,VU,8
NP,RU,26
NZ,HU,264
PA,GD,34
PE,CD,15
QA,KR,4895
RO,BA,275
SC,RO,1
SG,NO,10704
SK,JO,47
SR,CO,86
ST,AO,59
VN,TZ,133
AE,GI,303
AF,FI,3
AU,ZW,2330
BE,KW,2065
DE,TT,187
HU,VN,257
ID,HN,66
IE,GN,2933
KE,PK,2694
KH,MK,7
KM,HK,11
LI,PY,54
LV,CY,5896
MN,PH,50
MW,GH,165
NO,SV,190
PA,GE,215
PG,AE,180
PY,RS,1
RO,BB,22
SG,NP,3765
SK,JP,634
US,KM,172
ZA,PG,2
AF,FJ,1
CA,TG,275
CG,NG,289
CH,MG,350
CN,GG,34
FR,PR,611
GA,BR,41
GB,AR,6025
GM,ZA,22
GR,UA,11202
GT,SA,15
GW,PA,3
KE,PL,691
KG,NL,561
KH,ML,3
KR,CL,412
LK,NZ,585
LU,NULL,358
LU,DZ,230
LV,CZ,3700
MK,SI,144
MW,GI,1
MX,FI,755
NP,RW,1
PE,CF,9
PF,BF,2
US,KN,2460
ZA,PH,768
AD,HK,30
AZ,UY,9
BE,KY,637
BM,CY,633
BN,BY,1
CA,TH,12275
CN,GH,2696
CR,CH,1316
DE,TV,1
ES,KE,2435
ET,JE,836
FM,US,16
FR,PS,531
GB,AS,5
IE,GP,231
KH,MM,15
KR,CM,268
MX,FJ,5
NO,SX,2
PA,GG,35
PY,RU,203
RO,BD,128
SA,TR,34173
SE,PR,451
SI,LR,43
SM,HR,11
SN,GR,10
SR,CR,19
SS,BR,2
TG,SA,36
TJ,PA,22
TM,MA,6
TW,CA,15124
UZ,DO,2
AE,GL,20
AI,CL,1
AZ,UZ,87
BB,NZ,90
BE,KZ,2395
BM,CZ,31
CN,GI,46
CO,FI,272
DE,TW,36992
FR,PT,5071
GB,AT,344975
IE,GQ,405
IE,H2,5
KH,MN,6
KR,CN,129749
MK,SK,157
MN,PK,11
MR,LK,48
MV,HK,2571
MZ,DK,210
PA,GH,61
PE,CH,2509
RO,BE,13214
SC,RS,4
SE,PS,1500
TN,LB,1224
US,KP,7
ZM,DJ,11
AE,GM,183
CA,TJ,70
ES,KG,42
GB,AU,611012
ID,HR,253
IE,GR,237333
JE,LA,105
JO,BA,111
KG,NO,37
KH,MO,70
KR,CO,1250
MK,SL,10
MN,PL,249
MU,IL,1684
NO,SZ,19
PA,GI,30
PE,CI,4
QA,KW,2193
RO,BF,4
SA,TT,98
SE,PT,1029
SI,LT,4
SL,IT,32
SN,GT,1
TG,SC,1
ZA,PK,1755
ZM,DK,185
AD,HN,4
AE,GN,775
AI,CN,36
CH,MK,2180
CI,LK,6
CM,HK,2216
ES,KH,145
GQ,VE,1
GT,SE,371
IE,GS,38
JE,LB,1324
JO,BB,14
KG,NP,1
MO,OM,3
MT,JM,8
MU,IM,5731
MW,GM,5
PF,BJ,9
RO,BG,11486
SC,RU,196
SI,LU,92
SM,HU,9
TM,MD,18
TW,CD,57
US,KR,310538
VN,UA,229
ZA,PL,3029
AI,CO,4
CA,TL,81
CG,NL,158
CH,ML,872
CL,IL,638
CN,GL,1
CR,CL,1419
DE,TZ,6215
DK,NZ,585
GB,AW,565
ID,HT,5
IE,GT,47528
JE,LC,53
MS,KN,4
MU,IN,24201
MW,GN,14
QA,KY,301
RO,BH,71
SI,LV,87
TG,SE,53
TH,RE,34
UY,ES,2158
AE,GP,2
CA,TM,31
CH,MM,194
CL,IM,172
CN,GM,19
CR,CM,7
GR,UG,52
GT,SG,455
GY,NG,70
ID,HU,211
IE,GU,1288
JO,BD,675
JP,AD,5
KE,PR,4
KR,CR,569
LI,QA,17
ML,RO,2
MT,JO,85
MZ,DO,51
PE,CL,7243
QA,KZ,302
RO,BI,1
SA,TW,6720
SC,RW,5
SN,GW,982
SR,CW,8
SS,BW,9
TW,CF,3
UY,ET,12
ZA,PN,1
AE,GQ,103
CA,TN,2344
CH,MN,504
CL,IN,2312
CN,GN,140
CR,CN,8127
FR,PY,417
JM,DE,643
JO,BE,2108
JP,AE,11516
KE,PS,19
LS,GB,133
MT,JP,868
OM,ZM,23
PE,CM,5
RO,BJ,10
TG,SG,271
TW,CG,7
ZM,DO,1
AE,GR,3774
AF,FR,82
BA,PA,6
BD,MA,21
BE,LA,9
BJ,GA,3
BN,CA,117
CA,TO,1
CG,NO,23
CH,MO,407
CR,CO,8868
GB,AZ,9606
GT,SI,13
IE,GW,311
JP,AF,37
KE,PT,404
KH,MT,4
KN,GT,1
LU,EC,403
MQ,MQ,1
MU,IQ,106
PA,GN,1
PE,CN,22715
RE,LK,2
SE,PY,447
SI,LY,16
SR,CY,1
TJ,PH,4
TW,CH,10110
AG,ES,32
BE,LB,2813
BJ,GB,4172
BO,BB,43
CH,MP,1
CK,JP,10
CN,GP,1
ET,JM,23
JO,BG,525
JP,AG,1
KH,MU,64
MR,LR,1
MV,HR,21
MW,GR,29
MX,FR,7220
MY,ER,5
NI,ZA,10
NP,SA,21
PE,CO,10884
SA,TZ,961
SG,NZ,39403
TN,LI,10
TT,FI,11
TW,CI,43
US,KW,25061
AE,GT,713
AG,ET,6
BE,LC,7
CH,MQ,36
CN,GQ,3
EH,VN,9
GT,SK,32
GW,PK,11
IE,GY,8269
JO,BH,1820
KH,MV,4
KR,CV,25
LU,EE,274
LV,DE,4926
LY,AE,277
ML,RS,1
MU,IS,59
MY,ES,2713
PA,GP,21
RO,BM,29
VN,UG,56
ZA,PR,49
AD,HU,2
AE,GU,24
BH,ID,501
CA,TR,13172
CH,MR,432
CI,LR,620
CM,HR,24
CN,GR,527
CO,FR,3545
CR,CR,2380
DE,UA,11374
DJ,PA,4
DM,MA,1
ET,JO,85
GY,NL,112
JE,LI,1233
JO,BI,3
KH,MW,46
KR,CW,4
MN,PT,11
MR,LT,3
MU,IT,977
MY,ET,180
NP,SC,1
PA,GQ,5
TG,SK,4
TJ,PK,261
TN,LK,18
TR,HK,28532
TW,CK,24
US,KY,55753
ZA,PS,125
BA,PE,5
BF,KE,173
BG,JE,70
BH,IE,773
BM,DE,433
BO,BE,105
CH,MS,2
CI,LS,27
CL,IS,71
ET,JP,289
GM,ZM,5
GT,SM,3
JO,BJ,6
KH,MX,3
LU,EG,76
ML,RU,13
MR,LU,1
MV,HU,20
NO,TD,21
NZ,ID,1612
PA,GR,279
PE,CR,1221
PR,ZA,67
PY,SA,34
QA,LA,6
RO,BO,1
TG,SL,8
TJ,PL,84
TL,NL,11
TW,CL,1337
US,KZ,22907
UZ,NULL,1
WS,TW,1056
ZA,PT,1599
AE,GW,95
AI,CW,1
CA,TT,1456
CH,MT,2934
CI,LT,10
CL,IT,2160
CM,HT,2
CN,GT,530
GT,SN,23
JE,LK,276
JM,DK,85
KE,PY,2
KH,MY,2308
KR,CY,1917
LS,GH,35
MR,LV,6
NP,SE,4
NZ,IE,2609
QA,LB,24050
TW,CM,38
AZ,VG,1
BD,MG,1
BJ,GG,2
BO,BG,17
CH,MU,10153
CI,LU,203
CM,HU,85
CN,GU,66
ES,KR,4302
FI,ZA,1271
FR,QA,562
GA,CA,153
GB,BA,26040
JP,AL,37
KG,NZ,11
KH,MZ,2
KR,CZ,2199
LT,FI,528
ML,RW,40
MW,GW,1
PA,GT,11430
QA,LC,22
TD,VN,376
TG,SN,16
TM,MN,4
TR,HN,23
TW,CN,254111
AE,GY,121
AI,CY,1
BA,PH,26
BJ,GH,405
BN,CH,14
CH,MV,1410
CI,LV,79
DJ,PE,1
DO,KE,6
GB,BB,4424
JM,DM,38
JO,BM,120
JP,AM,277
LV,DJ,1
MQ,MX,1
NO,TG,118
NP,SG,1763
PG,AU,1056
RO,BR,398
SA,UA,3207
SC,SA,33
SE,QA,320
SI,MA,140
SS,CA,199
ST,BA,3
TG,SO,6
TH,RO,388
TW,CO,1045
VU,NL,1
AI,CZ,4
BE,LI,1008
BN,CI,4
CA,TW,56430
CH,MW,2375
CN,GW,24
CR,CW,74
JO,BN,1
LR,HK,4098
LV,DK,1052
MQ,MY,4
MR,LY,1
MS,KY,12
NO,TH,950
PS,YE,6
PY,SE,402
SO,GB,5
TL,NP,1
BM,DJ,1
BO,BJ,2
CH,MX,8558
DE,UG,4783
ER,LU,2
GA,CD,236
GB,BD,12962
GT,SR,1
HR,ZA,154
JM,DO,302
JO,BO,4
JP,AO,63
MZ,DZ,34
OM,ZW,7
PA,GW,1
PE,CW,49
RE,LT,1
RO,BT,1
SC,SC,2063
SI,MC,1
YE,HK,242
ZA,PY,139
BA,PK,138
BD,MK,1
BE,LK,1014
BI,HK,137
BM,DK,214
CH,MY,6929
CI,LY,5
CN,GY,40
CR,CY,95
DJ,PH,33
GB,BE,619299
GR,US,63335
LK,OM,151
NO,TJ,48
PY,SG,625
SI,MD,3
SS,CD,34
TN,LR,11
TO,KR,3
TR,HR,1079
TT,FR,525
TW,CR,339
US,LA,2231
ZM,NULL,70294
ZM,DZ,15
BA,PL,2497
BD,ML,42
BH,IL,5
BN,CL,2
CA,TZ,5677
CG,NZ,3
CH,MZ,1073
CR,CZ,111
ES,KW,204
GA,CF,15
GB,BF,1857
GT,ST,1
GW,PT,80
NP,SK,5
PA,GY,119
PE,CY,174
SC,SE,64
SI,ME,427
SK,KE,222
SL,JE,76
SM,IE,179
SR,DE,72
ST,BE,69
TG,SS,6
TH,RS,91
US,LB,91601
BB,OM,4
BD,MM,14
BG,JM,10
BH,IM,238
BJ,GM,114
GA,CG,320
GB,BG,64756
ID,ID,3171614
IL,AD,17
JE,LR,129
JO,BR,517
JP,AR,553
KE,QA,304
LV,DO,162
NO,TL,7
NP,SL,61
NZ,IL,1133
PE,CZ,385
PY,SI,10
QA,LI,74
RO,BW,1
TJ,PT,1
TM,MT,2
TN,LT,8
TR,HT,16
US,LC,5173
UZ,EC,7
AZ,VN,32
BD,MN,3
BH,IN,7735
BJ,GN,28
BN,CN,404
DJ,PK,168
ES,KY,290
FO,TH,3
GA,CH,238
GB,BH,11203
GT,SV,15414
ID,IE,2087
IL,AE,83
JE,LS,15
JO,BS,42
NO,TM,18
NZ,IM,268
SA,UG,637
SC,SG,1229
SH,NG,8
SI,MG,2
SK,KG,3
TH,RU,1168
TN,LU,234
TR,HU,6363
AF,GA,3
BD,MO,247
BG,JO,225
BM,DO,501
BN,CO,5
BO,BO,18
DJ,PL,22
ES,KZ,319
GA,CI,84
GB,BI,1399
JE,LT,42
JO,BT,8
JP,AT,2626
KH,NC,2
NO,TN,303
NZ,IN,7466
PT,XK,17
PY,SK,23
QA,LK,6630
RO,BY,254
SB,TH,19
SK,KH,34
SS,CH,95
TM,MV,2
TN,LV,38
TW,CV,3
UZ,EE,61
VN,US,80243
AF,GB,569
BG,JP,306
DK,OM,410
GB,BJ,2778
IL,AG,2
JE,LU,2857
JP,AU,56417
LR,HR,14
LT,FR,220
LY,AR,1
ME,ZA,11
ML,SA,134
MN,QA,1
MO,PA,63
MR,MA,139
NO,TO,6
SC,SI,8
SS,CI,7
TH,RW,28
TW,CW,24
BH,IQ,948
DO,KN,72
GR,UY,328
JE,LV,254
KR,DE,21100
LU,ES,22052
MX,GB,75897
ST,BJ,2
UZ,EG,44
YE,HR,1
ZA,QA,265
AD,ID,10
BE,LR,1131
BF,KR,101
BO,BR,765
CA,UA,14244
CH,NA,522
CI,MA,837
GR,UZ,24
GY,NZ,7
IL,AI,1
JO,BW,3
JP,AW,77
LR,HT,29
LU,ET,90
LY,AT,7
MR,MC,4
MZ,EC,20
NZ,IQ,5
SC,SK,14
SI,MK,608
SN,HK,650
SR,DK,153
TM,MY,109
TN,LY,74
TW,CY,1377
AD,IE,148
AF,GE,88
AI,DE,5
AL,AE,163
BA,PS,2
BE,LS,5
BH,IS,20
BO,BS,2
CO,GB,11520
FI,ZM,336
GA,CM,3527
GB,BM,9671
KH,NG,178
LR,HU,33
LY,AU,1
MV,ID,1804
MX,GD,20
NO,TR,4275
PF,CA,44
SC,SL,2
SH,NL,4
SI,ML,17
TG,SZ,2
TL,NZ,53
TW,CZ,5190
US,LI,14726
UY,FI,84
ZM,EC,1
BA,PT,24
BE,LT,1378
BH,IT,984
BI,HT,3
CH,NC,15
CI,MC,150
GA,CN,2203
GB,BN,818
IE,HK,593435
JE,LY,1
JO,BY,133
ML,SE,39
MO,PE,15
MT,KE,132
MU,JE,2850
MV,IE,44
MX,GE,163
MZ,EE,3
NL,WS,18
NP,SS,7
NZ,IS,306
SG,OM,2299
SI,MM,1
SL,JM,4
SS,CM,9
YE,HU,4
BD,MU,132
BE,LU,36157
CI,MD,1
CM,ID,57
DO,KR,1568
EE,ZA,58
ER,MA,3
ES,LA,1
GA,CO,3
GB,BO,1743
ID,IL,665
IL,AL,69
JM,NULL,14
JO,BZ,1
JP,AZ,205
KH,NI,3
NO,TT,144
NZ,IT,1391
SC,SN,1
SI,MN,8
SM,IN,10
SS,CN,372
UG,XK,168
US,LK,33091
UY,FK,12
VN,UY,11
ZM,EE,14
AF,GH,2
BD,MV,4
BE,LV,1279
CD,RE,6
CF,PE,6
CH,NE,337
CK,KE,4
CL,JE,226
CM,IE,153
CO,GE,10
CR,DE,2270
DE,US,739341
DJ,PS,9
ES,LB,1475
HR,ZM,14
ID,IM,525
IL,AM,247
KR,DJ,22
MK,TG,7
ML,SG,294
MO,PG,1
MR,MG,24
MT,KG,9
MX,GG,18
MZ,EG,66
PG,BD,56
PY,SR,1
QA,LR,132
RE,MA,3
RO,CA,28570
SI,MO,20
SL,JO,35
SR,DO,13
VN,UZ,19
VU,NZ,364
BD,MW,5
BF,KW,7
BJ,GW,1
DJ,PT,2
ES,LC,8
GB,BQ,143
ID,IN,37264
IE,HN,10349
KN,HK,4
KR,DK,1414
MK,TH,27
MO,PH,219
MT,KH,4
MX,GH,285
PE,DE,4052
PG,BE,18
PH,AE,4953
PW,US,1903
SL,JP,36
ZM,EG,336
BD,MX,36
CA,UG,3105
CH,NG,11354
CI,MG,58
CO,GG,35
DM,MU,1
FO,TR,3
GB,BR,19995
GN,ZA,322
IL,AO,142
KH,NL,199
LV,NULL,11
LV,DZ,11
ML,SI,1
MX,GI,9
MY,FI,1974
NO,TW,2614
PH,AF,93
QA,LT,26
AE,HK,153487
BD,MY,2143
BE,LY,50
BF,KY,2
BN,CY,66
CF,PH,6
CO,GH,93
ET,KE,3486
GB,BS,2528
KR,DM,2
MY,FJ,61
PG,BG,2
PH,AG,4
QA,LU,351
RO,CD,27
SC,SR,1
SK,KR,2120
SN,HR,5
SS,CR,2
ST,BR,249
TH,SA,734
TJ,QA,13
TN,MA,1456
TT,GA,1
AD,IL,2
AL,AL,103
BM,NULL,100
BM,DZ,4
BN,CZ,14
CH,NI,1018
CO,GI,5
GB,BT,180
GR,VC,17
GT,TC,6
ID,IQ,3
KM,IN,38
KN,HN,9
ML,SK,3
MO,PK,35
MS,LK,1
MW,HK,2460
PF,CH,8
PG,BH,2
PY,SV,105
QA,LV,184
SA,US,404332
SM,IS,27
ST,BS,1
TH,SB,2
TT,GB,4080
AD,IM,18
AL,AM,19
DM,MX,10
ID,IR,10864
IE,HR,420326
IL,AR,477
JE,MA,229
JO,CA,5432
JP,BA,22
KH,NO,53
KR,DO,306
ML,SL,23
MO,PL,30
MR,ML,5
MV,IL,11
NO,TZ,4259
PF,CI,3
PH,AI,1
PR,ZW,2
RO,CF,1
SI,MT,9
SM,IT,2366
SN,HT,1
TH,SC,20
TN,MC,32
AD,IN,25
AE,HN,1341
CI,MK,14
CN,HK,411022
CR,DK,197
DE,UY,885
DM,MY,3
DO,KY,50
ET,KH,19
GR,VE,22
ID,IS,115
JP,BB,83
KH,NP,10
ME,ZM,1
MU,JM,50
MV,IM,34
MX,GM,4
PG,BJ,1
PY,SX,14
RO,CG,1
SI,MU,43
SN,HU,17
TG,TD,2
TN,MD,4
TR,ID,2714
TT,GD,109
TZ,AD,9
US,LR,47223
UY,FR,731
AI,DO,29
CF,PL,1
CH,NL,39171
CI,ML,1571
CM,IL,211
DE,UZ,235
DO,KZ,7
ES,LI,1086
FI,ZW,56
GB,BW,3084
ID,IT,8607
IE,HT,4201
IL,AT,2119
JE,MC,417
JM,EC,10
MK,TN,11
ML,SN,147
MT,KN,1
MV,IN,4907
MX,GN,11
PA,HK,13109
PE,DK,306
QA,LY,54
RO,CH,12443
SC,SV,8
SI,MV,10
TH,SE,2073
TR,IE,6939
TT,GE,8
TW,DE,54443
TZ,AE,13077
US,LS,446
UZ,ES,18
CG,OM,11
CL,JM,33
CM,IM,15
CR,DM,1
GR,VG,39
GT,TG,4
IE,HU,209307
IL,AU,2573
JE,MD,25
JO,CD,27
JP,BD,3203
LA,ZA,8
LK,PA,37
LY,BA,1
MM,RO,11
MR,MO,1
MU,JO,279
MY,FO,4
PF,CL,4
RO,CI,8
SB,TW,11
SI,MW,22
SK,KW,51
TZ,AF,2
US,LT,8350
CK,KN,8
CM,IN,1606
CN,HN,154
ES,LK,378
GA,CY,33
GB,BY,9365
GT,TH,264
JE,ME,89
JM,EE,9
JP,BE,13923
LT,GB,39925
MU,JP,2545
MX,GP,2
PF,CM,1
PG,BM,2
PH,AM,128
SI,MX,130
TG,TG,89
TH,SG,101524
TN,MG,26
TT,GG,8
TZ,AG,1
US,LU,215295
AE,HR,5043
AF,GR,3
AG,FR,6
AL,AR,7
BA,QA,11
BB,PA,1973
BE,MA,3133
BF,LA,22
BO,CA,282
CD,RO,110
CH,NO,3377
CI,MO,21
CL,JO,54
CR,DO,869
FO,TZ,2
GA,CZ,78
GB,BZ,341
HR,ZW,8
IL,AW,16
JP,BF,128
LV,EC,5726
PA,HN,6162
PF,CN,84
SA,UY,103
SI,MY,141
SK,KY,1
SS,CY,22
TG,TH,196
TT,GH,177
US,LV,26850
VN,VE,4
WS,US,633
AD,IS,13
BF,LB,169
CH,NP,1724
CL,JP,3804
EE,ZM,8
ET,KM,1
JE,MG,148
JM,EG,1
JP,BG,596
KN,HU,1
LR,ID,183
LY,BD,27
MK,TR,1606
MO,PR,2
MR,MR,131
MT,KR,95
MW,HR,1
MX,GR,154
MY,FR,7786
NO,UA,3686
PE,DO,259
PF,CO,3
PH,AO,2
RO,CL,106
SA,UZ,71
SC,SZ,3
SK,KZ,181
SS,CZ,7
TH,SI,124
TT,GI,6
AD,IT,12
AE,HT,459
AL,AT,907
BE,MC,220
BM,EC,644
CI,MQ,3
CO,GQ,1
JO,CH,3886
JP,BH,464
LB,YE,52
LK,PE,16
LR,IE,38
LT,GE,163
LV,EE,116
LY,BE,5
MV,IS,1
MZ,ES,443
RO,CM,36
VN,VG,4
YE,ID,91
ZM,ER,3
AE,HU,3088
AL,AU,4
BE,MD,163
BI,ID,25
CI,MR,81
CK,KR,3
CN,HR,542
CO,GR,132
DE,VA,1
DJ,QA,36
DK,PA,1939
DO,LA,1
IL,AZ,453
JO,CI,52
JP,BI,33
ML,ST,1
MO,PT,392
MR,MT,2
MV,IT,329
MX,GT,15698
MZ,ET,31
RO,CN,21714
TH,SK,227
TN,MK,28
TO,LK,1
TW,DK,2960
US,LY,1737
YE,IE,40
ZM,ES,203
BB,PE,151
BE,ME,391
BG,KE,1054
BH,JE,1809
BI,IE,6
BM,EE,1
BN,DE,144
BQ,AE,5
CA,US,1742386
CD,RS,65
CM,IS,6
DO,LB,36
GN,ZM,4
JP,BJ,519
LV,EG,80
LY,BG,5
MM,RU,3
MR,MU,12
MW,HU,17
PA,HR,105
PF,CR,6
PG,BR,2
PH,AR,52
PS,ZA,244
QA,MA,3045
